Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2011-06-14,4910,4916.8,4854.5,4854.5
2011-06-15,4889.7,4948,4884,4911.9
2011-06-16,4962.1,4989.3,4913.9,4918.8
2011-06-17,4972.5,4977,4832.4,4860.5
2011-06-20,4899.7,4929.6,4790.7,4816.2
2011-06-21,4830.1,4854.5,4794.8,4811.1
2011-06-22,4831.1,4843.1,4817,4825.3
2011-06-23,4814.2,4838.4,4759.4,4768.5
2011-06-24,4780.3,4803.1,4707.6,4722.7
2011-06-27,4731.2,4759.7,4669.1,4677
2011-06-28,4706.4,4767.3,4689.3,4701.9
2011-06-29,4761.6,4787.5,4726.9,4747.7
2011-06-30,4737.3,4749,4701,4710.9
2011-07-01,4677.2,4692.3,4630.2,4657.7
2011-07-04,4656.6,4674.2,4649.4,4663.9
2011-07-05,4661.2,4737.1,4648.5,4734.9
2011-07-06,4739.8,4810.5,4727.9,4776.3
2011-07-07,4764.1,4779.6,4733.4,4747
2011-07-08,4762.2,4846.7,4756.8,4794
2011-07-11,4817.9,4925.2,4805.8,4894.9
2011-07-12,4945.7,5024.2,4934.9,4971
2011-07-13,4987.7,5039.1,4964.4,4982
2011-07-14,4975.2,5052.2,4975.2,5027.4
2011-07-15,4979.4,5031.4,4951.2,4972
2011-07-18,5030.8,5104.8,5028.6,5080
2011-07-19,5105.4,5110.2,5000.3,5028.5
2011-07-20,5021.4,5027.7,4938.1,4975.9
2011-07-21,4974.4,5018,4927.9,4940.7
2011-07-22,4918.3,4990,4905.9,4961.8
2011-07-25,4969,5022.3,4962.1,4979.6
2011-07-26,4911.8,4962.3,4894,4962.3
2011-07-27,4977.4,5063.6,4966.2,5051.6
2011-07-28,4985.5,5036.4,4968.3,5013.6
2011-07-29,4976.9,5015.9,4940.5,4951.5
2011-08-01,4959.6,5050.1,4934.7,5022.3
2011-08-02,5017,5112.5,5012.1,5066.9
2011-08-03,5099,5131.7,4987,5018.2
2011-08-04,4994.2,4995.2,4870.4,4904.5
2011-08-05,4859.7,4900.5,4782.6,4828.1
2011-08-08,4848,4941.1,4818,4920.3
2011-08-09,4909.3,5054.8,4881.6,5054.3
2011-08-10,4972.2,5214.3,4968.9,5199.2
2011-08-11,5214.2,5295.1,5171.4,5223.3
2011-08-12,5267.5,5291.1,5188.8,5216.6
2011-08-15,5195.37,5231.1,5120.82,5148.56
2011-08-16,5217.7,5252.5,5187.1,5212.9
2011-08-17,5250.3,5277.8,5207.4,5273.1
2011-08-18,5277.9,5406.4,5260.9,5381.8
2011-08-19,5430.9,5514.5,5356,5428.4
2011-08-22,5489.4,5520.1,5424.9,5508.7
2011-08-23,5531.9,5534.4,5382,5403.4
2011-08-24,5375.2,5405.3,5237.9,5262.4
2011-08-25,5220.5,5278.5,5124.4,5278.2
2011-08-26,5235.4,5286.5,5215.8,5229.8
2011-08-29,5235.5,5269,5175.7,5208
2011-08-30,5192.1,5318.6,5192,5317.5
2011-08-31,5330.1,5340.5,5283.7,5296.5
2011-09-01,5328.9,5379.7,5311.2,5354.5
2011-09-02,5364.8,5549,5359.3,5543.3
2011-09-05,5533.4,5644.8,5531.8,5625.1
2011-09-06,5703.9,5709.8,5474.2,5606.1
2011-09-07,5503.5,5528.2,5430.6,5464.7
2011-09-08,5471.8,5651.6,5463,5637.3
2011-09-09,5667.7,5838.6,5662.7,5742
2011-09-12,5814,5833.6,5691.1,5750.6
2011-09-13,5755.1,5815.9,5670.6,5700.9
2011-09-14,5768.8,5843.1,5721.7,5791.7
2011-09-15,5742.9,5764.6,5544.9,5554.2
2011-09-16,5562.1,5683.7,5524.2,5620.9
2011-09-19,5749.7,5802.5,5652.9,5661.9
2011-09-20,5664.6,5709,5626.2,5673.4
2011-09-21,5696.2,5800.3,5669.8,5728.9
2011-09-22,5750.8,5767.7,5649,5726.7
2011-09-23,5632.2,5665.1,5217.2,5231.2
